site,ID,Year,CEC,clay,bulkdens,soil_type,SOC,pH,soilCd,PS,dep,irr,fer,man,rice_yield,straw_yield,straw_recy
QY003,QY003,2002,146.8921708,14.43119907,1399.999976,Calcareous,2.472785756,6.694624,0.394857994,2.09,9.444052886,1.42678499,1.194577376,21.17076746,15.59614792,15.3310134,0.6145
QY003,QY003,2003,146.8921708,14.15856089,1399.999976,Calcareous,2.469357185,6.656608,0.405501555,0.85,9.770173644,1.42678499,1.489215673,21.36983013,16.2228485,15.94706008,0.633
QY003,QY003,2004,146.8921708,13.88592271,1399.999976,Calcareous,2.469821471,6.677552,0.416577303,1.31,10.0962944,1.42678499,1.663700632,22.27656051,17.48399949,17.1867715,0.6515
QY003,QY003,2005,146.8921708,13.61328453,1399.999976,Calcareous,2.473250042,6.667344,0.428001051,1.31,10.42241516,1.42678499,1.854681703,23.24748988,16.39821685,16.11944716,0.67
QY003,QY003,2006,146.8921708,13.34064635,1399.999976,Calcareous,2.477928614,6.679488,0.439991316,1.55,10.74853592,1.42678499,1.863821913,24.15608281,14.88082623,14.62785219,0.6885
QY003,QY003,2007,146.8921708,13.06800817,1399.999976,Calcareous,2.483571471,6.671304,0.452462318,1.18,11.07465668,1.42678499,1.879502208,24.79250597,14.68242441,14.43282319,0.707
QY003,QY003,2008,146.8921708,12.79536999,1399.999976,Calcareous,2.484500042,6.664616,0.465350391,1.11,11.40077743,1.42678499,1.904706405,20.46756379,14.52823744,14.2812574,0.7255
QY003,QY003,2009,146.8921708,12.52273181,1399.999976,Calcareous,2.480785757,6.656168,0.476822255,0.95,11.72689819,1.42678499,1.954116711,20.99391887,13.71517355,13.4820156,0.744
QY003,QY003,2010,146.8921708,12.25009363,1399.999976,Calcareous,2.486571471,6.651592,0.488680362,0.91,11.72689819,1.42678499,1.97843917,21.53791133,12.83406594,12.61588682,0.7625
QY003,QY003,2011,146.8921708,11.97745545,1399.999976,Calcareous,2.492607185,6.615864,0.500792642,0.6,10.85823907,1.42678499,2.037449771,21.19601705,13.04084408,12.81914973,0.781
QY003,QY003,2012,146.8921708,11.70481727,1399.999976,Calcareous,2.500178614,6.64024,0.512522168,0.98,9.989579941,1.42678499,2.077028556,21.52874846,13.26150926,13.0360636,0.7995
QY003,QY003,2013,146.8921708,11.43217908,1399.999976,Calcareous,2.5073929,6.593512,0.523982739,0.43,9.120920816,1.42678499,2.115605831,21.28179011,13.285913,13.06005248,0.818
QY003,QY003,2014,146.8921708,11.1595409,1399.999976,Calcareous,2.501607185,6.654672,0.535161789,1.16,8.252261691,1.42678499,2.226874528,21.24,13.22632715,13.00147959,0.8365
QY003,QY003,2015,146.8921708,10.88690272,1399.999976,Calcareous,2.507035757,6.639272,0.545912235,0.93,7.383602565,1.42678499,2.754890864,19.35903471,13.22749422,13.00262682,0.84
QY003,QY003,2016,146.8921708,10.61426454,1399.999976,Calcareous,2.513250043,6.650096,0.555891675,1.24,6.51494344,1.42678499,2.819332136,19.50082259,13.22871954,13.0038313,0.84
QY003,QY003,2017,146.8921708,10.34162636,1399.999976,Calcareous,2.516071471,6.639448,0.565532889,0.95,5.646284315,1.42678499,2.599226283,19.41819342,13.6803888,13.44782219,0.84
QY003,QY003,2018,146.8921708,10.06898818,1399.999976,Calcareous,2.516250043,6.636896,0.574766373,0.93,4.777625189,1.42678499,2.724368754,18.03891103,12.99037087,12.76953456,0.84
QY003,QY003,2019,146.8921708,9.79635,1399.999976,Calcareous,2.540428615,6.633024,0.583259078,0.91,3.908966064,1.42678499,2.714193639,17.05949009,12.7021231,12.486187,0.84
QY024,QY024,1985,209.2839037,18.10679836,1250,Calcareous,1.98256,6.714336,0.190453879,1.47,6.399752462,1.305510142,0.117534774,0,15.73710834,15.4695775,0.3
QY024,QY024,1986,209.2839037,17.84787713,1250,Calcareous,1.96776,6.713544,0.192617731,1.48,6.399752462,1.305510142,0.121300702,0,16.7649229,16.47991921,0.3185
QY024,QY024,1987,209.2839037,17.5889559,1250,Calcareous,1.96056,6.714512,0.194717742,1.53,6.399752462,1.305510142,0.144544515,0,15.21461585,14.95596738,0.337
QY024,QY024,1988,209.2839037,17.33003468,1250,Calcareous,1.96128,6.710112,0.196893103,1.2,6.399752462,1.305510142,0.150055098,0,15.32244577,15.06196419,0.3555
QY024,QY024,1989,209.2839037,17.07111345,1250,Calcareous,1.95536,6.708968,0.199102084,1.2,6.399752462,1.305510142,0.168879889,0,15.32140179,15.06093796,0.374
QY024,QY024,1990,209.2839037,16.81219222,1250,Calcareous,1.95292,6.711256,0.201312394,1.47,6.399752462,1.305510142,0.187888993,0,15,14.745,0.3925
QY024,QY024,1991,209.2839037,16.553271,1250,Calcareous,1.95168,6.70844,0.20350944,1.48,6.899702954,1.305510142,0.195704592,0,14.78166585,14.53037753,0.411
QY024,QY024,1992,209.2839037,16.29434977,1250,Calcareous,1.95224,6.708616,0.205914305,1.53,7.399653447,1.305510142,0.201684955,0,15.64085866,15.37496406,0.4295
QY024,QY024,1993,209.2839037,16.03542855,1250,Calcareous,1.95304,6.704832,0.208468929,1.2,7.899603939,1.305510142,0.211081404,0,15.64085866,15.37496406,0.448
QY024,QY024,1994,209.2839037,15.77650732,1250,Calcareous,1.9522,6.710552,0.21126771,1.95,8.399554431,1.305510142,0.20772572,0,15.51288837,15.24916926,0.4665
QY024,QY024,1995,209.2839037,15.51758609,1250,Calcareous,1.95104,6.70668,0.214166956,0.89,8.899504924,1.305510142,0.240823357,0,15.41770864,15.1556076,0.485
QY024,QY024,1996,209.2839037,15.25866487,1250,Calcareous,1.96296,6.706152,0.217428283,1.47,9.399455416,1.305510142,0.240218974,0,15.11319015,14.85626592,0.5035
QY024,QY024,1997,209.2839037,14.99974364,1250,Calcareous,1.98016,6.708968,0.220822806,1.98,9.899405909,1.305510142,0.232057787,0,15.50060251,15.23709227,0.522
QY024,QY024,1998,209.2839037,14.74082242,1250,Calcareous,1.99384,6.712136,0.224327908,1.33,10.3993564,1.305510142,0.244620199,0,15.83063042,15.5615097,0.5405
QY024,QY024,1999,209.2839037,14.48190119,1250,Calcareous,2.00844,6.70844,0.228123126,1,10.89930689,1.305510142,0.248663379,0,15.75951169,15.49159999,0.559
QY024,QY024,2000,209.2839037,14.22297996,1250,Calcareous,2.04156,6.706416,0.232172577,1.41,11.39925739,1.305510142,0.252484533,0,15.67105806,15.40465007,0.5775
QY024,QY024,2001,209.2839037,13.96405874,1250,Calcareous,2.07804,6.706328,0.236378342,1.14,11.89920788,1.305510142,0.257892875,0,15.5503896,15.28603298,0.596
QY024,QY024,2002,209.2839037,13.70513751,1250,Calcareous,2.08724,6.712048,0.240846884,2.09,12.39915837,1.305510142,0.247920858,0,15.59614792,15.3310134,0.6145
QY024,QY024,2003,209.2839037,13.44621628,1250,Calcareous,2.09504,6.697088,0.245371313,0.85,12.89910886,1.305510142,0.300830631,0,16.2228485,15.94706008,0.633
QY024,QY024,2004,209.2839037,13.18729506,1250,Calcareous,2.10696,6.708,0.250259839,1.31,13.39905936,1.305510142,0.328735466,0,17.48399949,17.1867715,0.6515
QY024,QY024,2005,209.2839037,12.92837383,1250,Calcareous,2.1218,6.700784,0.255238264,1.31,13.89900985,1.305510142,0.35932762,0,16.39821685,16.11944716,0.67
QY024,QY024,2006,209.2839037,12.66945261,1250,Calcareous,2.13768,6.70888,0.26047591,1.55,14.39896034,1.305510142,0.359219272,0,14.88082623,14.62785219,0.6885
QY024,QY024,2007,209.2839037,12.41053138,1250,Calcareous,2.1544,6.70712,0.265956603,1.18,14.89891083,1.305510142,0.365469199,0,14.68242441,14.43282319,0.707
QY024,QY024,2008,209.2839037,12.15161015,1250,Calcareous,2.16584,6.702896,0.271708709,1.11,15.39886132,1.305510142,0.370831327,0,14.52823744,14.2812574,0.7255
QY024,QY024,2009,209.2839037,11.89268893,1250,Calcareous,2.17424,6.700784,0.277677687,0.95,15.89881182,1.305510142,0.381475967,0,13.71517355,13.4820156,0.744
QY024,QY024,2010,209.2839037,11.6337677,1250,Calcareous,2.19172,6.698056,0.283912345,0.91,15.89881182,1.305510142,0.386930229,0,12.83406594,12.61588682,0.7625
QY024,QY024,2011,209.2839037,11.37484648,1250,Calcareous,2.20916,6.68116,0.290197547,0.6,14.72112205,1.305510142,0.401344279,0,13.04084408,12.81914973,0.781
QY024,QY024,2012,209.2839037,11.11592525,1250,Calcareous,2.2284,6.689168,0.296053987,0.98,13.54343229,1.305510142,0.411542702,0,13.26150926,13.0360636,0.7995
QY024,QY024,2013,209.2839037,10.85700402,1250,Calcareous,2.24692,6.676584,0.301376855,0.43,12.36574252,1.305510142,0.418390721,0,13.285913,13.06005248,0.818
QY024,QY024,2014,209.2839037,10.5980828,1250,Calcareous,2.25092,6.70184,0.306328778,1.16,11.18805276,1.305510142,0.443563265,0,13.22632715,13.00147959,0.8365
QY024,QY024,2015,209.2839037,10.33916157,1250,Calcareous,2.26716,6.696736,0.310710559,0.93,10.010363,1.305510142,0.498657902,0,13.22749422,13.00262682,0.84
QY024,QY024,2016,209.2839037,10.08024035,1250,Calcareous,2.28504,6.699816,0.31467293,1.24,8.832673232,1.305510142,0.508845197,0,13.22871954,13.0038313,0.84
QY024,QY024,2017,209.2839037,9.821319119,1250,Calcareous,2.29844,6.69744,0.318103608,0.95,7.654983467,1.305510142,0.483541607,0,13.6803888,13.44782219,0.84
QY024,QY024,2018,209.2839037,9.562397893,1250,Calcareous,2.30872,6.697968,0.321071612,0.93,6.477293703,1.305510142,0.497000137,0,12.99037087,12.76953456,0.84
QY024,QY024,2019,209.2839037,9.303476667,1250,Calcareous,2.34624,6.695944,0.323598167,0.91,5.299603939,1.305510142,0.496447491,0,12.7021231,12.486187,0.84
QY031,QY031,1985,89.17338403,13.6593675,1250,Non-calcareous,1.98116,5.953664,0.245216645,1.47,6.659197176,1.15037538,0.308869647,10.07971463,13.63882723,13.40696716,0.3
QY031,QY031,1986,89.17338403,13.46404306,1250,Non-calcareous,1.97092,5.851848,0.249891335,1.48,6.659197176,1.15037538,0.324713341,10.40709085,14.52959985,14.28259665,0.3185
QY031,QY031,1987,89.17338403,13.26871863,1250,Non-calcareous,1.96348,5.765168,0.254228253,1.53,6.659197176,1.15037538,0.39296148,11.33346078,13.18600041,12.9618384,0.337
QY031,QY031,1988,89.17338403,13.07339419,1250,Non-calcareous,1.96292,5.722928,0.258807565,1.2,6.659197176,1.15037538,0.406423646,12.06613094,13.279453,13.0537023,0.3555
QY031,QY031,1989,89.17338403,12.87806975,1250,Non-calcareous,1.95632,5.673648,0.263746781,1.2,6.659197176,1.15037538,0.465814237,12.08665385,13.27854822,13.0528129,0.374
QY031,QY031,1990,89.17338403,12.68274532,1250,Non-calcareous,1.95216,5.619264,0.268502968,1.47,6.659197176,1.15037538,0.525656686,12.10752745,13,12.779,0.3925
QY031,QY031,1991,89.17338403,12.48742088,1250,Non-calcareous,1.94884,5.567696,0.272837971,1.48,7.211036611,1.15037538,0.54783654,11.50531636,12.81077707,12.59299386,0.411
QY031,QY031,1992,89.17338403,12.29209645,1250,Non-calcareous,1.9464,5.5134,0.276922899,1.53,7.762876046,1.15037538,0.567451169,10.91361071,13.55541084,13.32496885,0.4295
QY031,QY031,1993,89.17338403,12.09677201,1250,Non-calcareous,1.94396,5.493248,0.28049851,1.2,8.314715481,1.15037538,0.591376337,12.17428285,13.55541084,13.32496885,0.448
QY031,QY031,1994,89.17338403,11.90144757,1250,Non-calcareous,1.94112,5.523872,0.285084013,1.95,8.866554916,1.15037538,0.579027757,12.46415724,13.44450325,13.2159467,0.4665
QY031,QY031,1995,89.17338403,11.70612314,1250,Non-calcareous,1.93776,5.396184,0.289204376,0.89,9.418394351,1.15037538,0.676592036,12.85842184,13.36201416,13.13485992,0.485
QY031,QY031,1996,89.17338403,11.5107987,1250,Non-calcareous,1.94584,5.433672,0.294491522,1.47,9.970233786,1.15037538,0.665784351,13.716214,13.09809813,12.87543046,0.5035
QY031,QY031,1997,89.17338403,11.31547426,1250,Non-calcareous,1.95888,5.450744,0.299704851,1.98,10.52207322,1.15037538,0.635341895,15.10373932,13.43385551,13.20547997,0.522
QY031,QY031,1998,89.17338403,11.12014983,1250,Non-calcareous,1.96944,5.337576,0.304968455,1.33,11.07391266,1.15037538,0.664909612,16.21450803,13.7198797,13.48664174,0.5405
QY031,QY031,1999,89.17338403,10.92482539,1250,Non-calcareous,1.98096,5.313112,0.311119678,1,11.62575209,1.15037538,0.679072946,17.50123155,13.65824346,13.42605333,0.559
QY031,QY031,2000,89.17338403,10.72950096,1250,Non-calcareous,2.00884,5.31848,0.318443248,1.41,12.17759153,1.15037538,0.695594592,17.97068848,13.58158365,13.35069673,0.5775
QY031,QY031,2001,89.17338403,10.53417652,1250,Non-calcareous,2.03932,5.259168,0.325507599,1.14,12.72943096,1.15037538,0.701078848,18.52506022,13.47700432,13.24789525,0.596
QY031,QY031,2002,89.17338403,10.33885208,1250,Non-calcareous,2.04616,5.335024,0.33320837,2.09,13.2812704,1.15037538,0.685357854,18.53937264,13.51666153,13.28687828,0.6145
QY031,QY031,2003,89.17338403,10.14352765,1250,Non-calcareous,2.05144,5.114144,0.339799773,0.85,13.83310983,1.15037538,0.844368664,18.71369305,14.05980204,13.8207854,0.633
QY031,QY031,2004,89.17338403,9.948203211,1250,Non-calcareous,2.06032,5.155944,0.347572231,1.31,14.38494927,1.15037538,0.921171498,19.50772248,15.15279956,14.89520197,0.6515
QY031,QY031,2005,89.17338403,9.752878774,1250,Non-calcareous,2.07212,5.115728,0.35471571,1.31,14.9367887,1.15037538,1.01426556,20.35797136,14.21178794,13.97018754,0.67
QY031,QY031,2006,89.17338403,9.557554338,1250,Non-calcareous,2.085,5.125232,0.362344758,1.55,15.48862814,1.15037538,1.018507631,21.15363184,12.89671607,12.6774719,0.6885
QY031,QY031,2007,89.17338403,9.362229902,1250,Non-calcareous,2.0988,5.049024,0.37027719,1.18,16.04046757,1.15037538,1.031534287,21.71095156,12.72476782,12.50844677,0.707
QY031,QY031,2008,89.17338403,9.166905466,1250,Non-calcareous,2.10796,5.012064,0.379047551,1.11,16.59230701,1.15037538,1.046985611,17.92357281,12.59113911,12.37708975,0.7255
QY031,QY031,2009,89.17338403,8.971581029,1250,Non-calcareous,2.11156,4.949936,0.386409698,0.95,17.14414644,1.15037538,1.07628732,18.38450522,11.88648374,11.68441352,0.744
QY031,QY031,2010,89.17338403,8.776256593,1250,Non-calcareous,2.12472,4.931016,0.394374661,0.91,17.14414644,1.15037538,1.091125051,18.86088281,11.12285715,10.93376857,0.7625
QY031,QY031,2011,89.17338403,8.580932157,1250,Non-calcareous,2.13812,4.81732,0.402743959,0.6,15.87420967,1.15037538,1.12528337,18.56148386,11.30206487,11.10992976,0.781
QY031,QY031,2012,89.17338403,8.385607721,1250,Non-calcareous,2.15284,4.842048,0.410846826,0.98,14.6042729,1.15037538,1.15060964,18.85285882,11.49330802,11.29792179,0.7995
QY031,QY031,2013,89.17338403,8.190283284,1250,Non-calcareous,2.16724,4.66508,0.416976754,0.43,13.33433612,1.15037538,1.170890504,18.63659586,11.51445794,11.31871215,0.818
QY031,QY031,2014,89.17338403,7.994958848,1250,Non-calcareous,2.16884,4.77464,0.423859273,1.16,12.06439935,1.15037538,1.238938716,18.6,11.46281686,11.26794898,0.8365
QY031,QY031,2015,89.17338403,7.799634412,1250,Non-calcareous,2.18112,4.688928,0.427275006,0.93,10.79446258,1.15037538,1.454860177,16.952827,11.46382833,11.26894324,0.84
QY031,QY031,2016,89.17338403,7.604309975,1250,Non-calcareous,2.1938,4.674672,0.42980182,1.24,9.524525802,1.15037538,1.48567019,17.07699154,11.46489027,11.26998713,0.84
QY031,QY031,2017,89.17338403,7.408985539,1250,Non-calcareous,2.20336,4.584032,0.429809696,0.95,8.254589028,1.15037538,1.392743644,17.00463266,11.85633696,11.65477923,0.84
QY031,QY031,2018,89.17338403,7.213661103,1250,Non-calcareous,2.2102,4.508264,0.429636881,0.93,6.984652255,1.15037538,1.444383262,15.7967865,11.25832142,11.06692995,0.84
QY031,QY031,2019,89.17338403,7.018336667,1250,Non-calcareous,2.24,4.42352,0.427776347,0.91,5.714715481,1.15037538,1.440890661,14.93910149,11.00850668,10.82136207,0.84
QY040,QY040,1985,84.58453739,12.94224942,1409.999967,Calcareous,1.314680882,6.710904,0.121391919,1.47,10.31201449,1.105497263,0.079398083,0,9.442265003,9.281746498,0.3
QY040,QY040,1986,84.58453739,12.75717954,1409.999967,Calcareous,1.300886556,6.709848,0.124751252,1.48,10.31201449,1.105497263,0.082472199,0,10.05895374,9.887951528,0.3185
QY040,QY040,1987,84.58453739,12.57210965,1409.999967,Calcareous,1.291099321,6.71064,0.128050299,1.53,10.31201449,1.105497263,0.101466098,0,9.128769513,8.973580431,0.337
QY040,QY040,1988,84.58453739,12.38703977,1409.999967,Calcareous,1.285531945,6.706416,0.131384838,1.2,10.31201449,1.105497263,0.106689834,0,9.193467462,9.037178515,0.3555
QY040,QY040,1989,84.58453739,12.20196988,1409.999967,Calcareous,1.276453931,6.705624,0.134742285,1.2,10.31201449,1.105497263,0.123637099,0,9.192841076,9.036562778,0.374
QY040,QY040,1990,84.58453739,12.0169,1409.999967,Calcareous,1.26929081,6.708352,0.138086954,1.47,10.31201449,1.105497263,0.140677856,0,9,8.847,0.3925
QY040,QY040,1991,84.58453739,11.83183011,1409.999967,Calcareous,1.26287237,6.706064,0.14139545,1.48,11.59441739,1.105497263,0.147885606,0,8.868999509,8.718226517,0.411
QY040,QY040,1992,84.58453739,11.64676023,1409.999967,Calcareous,1.257446838,6.706944,0.145149477,1.53,12.87682028,1.105497263,0.154307259,0,9.384515195,9.224978437,0.4295
QY040,QY040,1993,84.58453739,11.46169034,1409.999967,Calcareous,1.252198611,6.703424,0.149300975,1.2,14.15922318,1.105497263,0.160593954,0,9.384515195,9.224978437,0.448
QY040,QY040,1994,84.58453739,11.27662046,1409.999967,Calcareous,1.246170242,6.70976,0.153939521,1.95,15.44162608,1.105497263,0.158203266,0,9.30773302,9.149501558,0.4665
QY040,QY040,1995,84.58453739,11.09155057,1409.999967,Calcareous,1.240070951,6.705712,0.158893342,0.89,16.72402898,1.105497263,0.181956537,0,9.250625185,9.093364557,0.485
QY040,QY040,1996,84.58453739,10.90648069,1409.999967,Calcareous,1.240992937,6.705712,0.164469618,1.47,18.00643187,1.105497263,0.181674908,0,9.06791409,8.91375955,0.5035
QY040,QY040,1997,84.58453739,10.7214108,1409.999967,Calcareous,1.244680881,6.708352,0.170388949,1.98,19.28883477,1.105497263,0.174226086,0,9.300361508,9.142255363,0.522
QY040,QY040,1998,84.58453739,10.53634092,1409.999967,Calcareous,1.24645393,6.712752,0.176629162,1.33,20.57123767,1.105497263,0.18325313,0,9.498378252,9.336905822,0.5405
QY040,QY040,1999,84.58453739,10.35127103,1409.999967,Calcareous,1.248758895,6.707736,0.183417868,1,21.85364057,1.105497263,0.187302642,0,9.455707014,9.294959995,0.559
QY040,QY040,2000,84.58453739,10.16620115,1409.999967,Calcareous,1.260922016,6.70536,0.190704709,1.41,23.13604346,1.105497263,0.188571129,0,9.402634834,9.242790042,0.5775
QY040,QY040,2001,84.58453739,9.981131264,1409.999967,Calcareous,1.274751803,6.706856,0.19834843,1.14,24.41844636,1.105497263,0.19149941,0,9.330233761,9.171619787,0.596
QY040,QY040,2002,84.58453739,9.796061379,1409.999967,Calcareous,1.273971661,6.712224,0.206498468,2.09,25.70084926,1.105497263,0.186634317,0,9.35768875,9.198608041,0.6145
QY040,QY040,2003,84.58453739,9.610991494,1409.999967,Calcareous,1.272624144,6.701136,0.214863515,0.85,26.98325216,1.105497263,0.229079567,0,9.733709102,9.568236047,0.633
QY040,QY040,2004,84.58453739,9.425921609,1409.999967,Calcareous,1.273617051,6.710552,0.22390981,1.31,28.26565505,1.105497263,0.246682502,0,10.49039969,10.3120629,0.6515
QY040,QY040,2005,84.58453739,9.240851724,1409.999967,Calcareous,1.276241165,6.704304,0.233224507,1.31,29.54805795,1.105497263,0.270079108,0,9.838930109,9.671668297,0.67
QY040,QY040,2006,84.58453739,9.055781839,1409.999967,Calcareous,1.279432654,6.711696,0.243019464,1.55,30.83046085,1.105497263,0.271293158,0,8.92849574,8.776711313,0.6885
QY040,QY040,2007,84.58453739,8.870711954,1409.999967,Calcareous,1.283120598,6.71196,0.2532632,1.18,32.11286375,1.105497263,0.275222984,0,8.809454644,8.659693915,0.707
QY040,QY040,2008,84.58453739,8.685642069,1409.999967,Calcareous,1.284007123,6.708264,0.264045305,1.11,33.39526664,1.105497263,0.279598591,0,8.716942463,8.568754441,0.7255
QY040,QY040,2009,84.58453739,8.500572184,1409.999967,Calcareous,1.283404286,6.707208,0.275277792,0.95,34.67766954,1.105497263,0.287707372,0,8.22910413,8.089209359,0.744
QY040,QY040,2010,84.58453739,8.315502299,1409.999967,Calcareous,1.287695066,6.704304,0.287028518,0.91,34.67766954,1.105497263,0.291862296,0,7.700439562,7.56953209,0.7625
QY040,QY040,2011,84.58453739,8.130432414,1409.999967,Calcareous,1.291985846,6.692424,0.298815561,0.6,32.10895328,1.105497263,0.30095572,0,7.824506445,7.691489836,0.781
QY040,QY040,2012,84.58453739,7.945362529,1409.999967,Calcareous,1.297304995,6.696824,0.309753713,0.98,29.54023702,1.105497263,0.308096385,0,7.956905554,7.821638159,0.7995
QY040,QY040,2013,84.58453739,7.760292644,1409.999967,Calcareous,1.302198612,6.69304,0.319630584,0.43,26.97152075,1.105497263,0.313416845,0,7.971547801,7.836031489,0.818
QY040,QY040,2014,84.58453739,7.575222759,1409.999967,Calcareous,1.299432655,6.707296,0.328776969,1.16,24.40280449,1.105497263,0.332475212,0,7.93579629,7.800887753,0.8365
QY040,QY040,2015,84.58453739,7.390152873,1409.999967,Calcareous,1.303368825,6.704128,0.336759947,0.93,21.83408823,1.105497263,0.381773935,0,7.936496533,7.801576092,0.84
QY040,QY040,2016,84.58453739,7.205082988,1409.999967,Calcareous,1.30819152,6.705536,0.343901948,1.24,19.26537197,1.105497263,0.389409285,0,7.937231722,7.802298783,0.84
QY040,QY040,2017,84.58453739,7.020013103,1409.999967,Calcareous,1.310638329,6.704744,0.34999058,0.95,16.6966557,1.105497263,0.367807602,0,8.208233281,8.068693315,0.84
QY040,QY040,2018,84.58453739,6.834943218,1409.999967,Calcareous,1.311489393,6.70492,0.35521183,0.93,14.12793944,1.105497263,0.379655728,0,7.79422252,7.661720737,0.84
QY040,QY040,2019,84.58453739,6.649873333,1409.999967,Calcareous,1.326950386,6.703952,0.359548875,0.91,11.55922318,1.105497263,0.378949618,0,7.621273858,7.491712203,0.84
QY049,QY049,1985,265.631325,31.07708012,1230.000019,Calcareous,3.485934905,6.705712,0.212100702,1.47,6.459792221,1.107919554,0.312264503,0,12.58968667,12.375662,0.3
QY049,QY049,1986,265.631325,30.63268816,1230.000019,Calcareous,3.445406451,6.704128,0.214938629,1.48,6.459792221,1.107919554,0.331596591,0,13.41193832,13.18393537,0.3185
QY049,QY049,1987,265.631325,30.18829619,1230.000019,Calcareous,3.410894256,6.70316,0.217757789,1.53,6.459792221,1.107919554,0.396616302,0,12.17169268,11.96477391,0.337
QY049,QY049,1988,265.631325,29.74390423,1230.000019,Calcareous,3.383089378,6.697792,0.220620319,1.2,6.459792221,1.107919554,0.40487528,0,12.25795662,12.04957135,0.3555
QY049,QY049,1989,265.631325,29.29951227,1230.000019,Calcareous,3.3502032,6.69568,0.223499609,1.2,6.459792221,1.107919554,0.46039354,0,12.25712143,12.04875037,0.374
QY049,QY049,1990,265.631325,28.8551203,1230.000019,Calcareous,3.320569054,6.698496,0.226394739,1.47,6.459792221,1.107919554,0.516435001,0,12,11.796,0.3925
QY049,QY049,1991,265.631325,28.41072834,1230.000019,Calcareous,3.292357673,6.696032,0.22929398,1.48,6.971750665,1.107919554,0.534419862,0,11.82533268,11.62430202,0.411
QY049,QY049,1992,265.631325,27.96633637,1230.000019,Calcareous,3.26605686,6.695944,0.23240513,1.53,7.483709109,1.107919554,0.550311013,0,12.51268693,12.29997125,0.4295
QY049,QY049,1993,265.631325,27.52194441,1230.000019,Calcareous,3.240447104,6.691544,0.235704654,1.2,7.995667553,1.107919554,0.574048568,0,12.51268693,12.29997125,0.448
